user_id,movie_id,rating,timestamp
6,457,5.0,1001083175
6,858,5.0,1001082951
6,1193,5.0,1001082973
6,1196,5.0,1001082866
6,1197,5.0,1001083175
6,1198,4.0,1001083120
6,1264,4.0,1001083248
6,1277,5.0,1001083175
6,1304,5.0,1001083175
6,1396,4.0,1001083717
6,1483,3.0,1001082973
6,1527,4.0,1001083717
6,1573,3.0,1001083740
6,1580,4.0,1001083717
6,1584,5.0,1001083687
6,1629,4.0,1001082951
6,1653,5.0,1001083687
6,1748,4.0,1001083717
6,2028,4.0,1001083138
6,2396,5.0,1001082973
6,2405,3.0,1001082951
6,2571,5.0,1001083221
6,2628,4.0,1001083740
6,3555,3.0,1001083383
6,3578,5.0,1001083248
6,3623,3.0,1001083383
6,3740,3.0,1001083202
6,3753,4.0,1001083338
6,3755,4.0,1001083338
6,3863,3.0,1001083633
6,3986,1.0,1001083633
6,3994,5.0,1001083633
6,3996,5.0,1001083120
6,4053,2.0,1001083551
6,4161,3.0,1001083383
6,4270,1.0,1001083537
6,4299,4.0,1001083383
6,4369,2.0,1001083221
6,4446,3.0,1001083633
7,32,4.0,1049820474
7,50,4.0,1050329529
7,101,4.5,1054292314
7,260,3.0,1049820445
7,541,2.0,1049820445
7,593,3.0,1049764435
7,599,5.0,1049764568
7,608,5.0,1050329523
7,800,4.0,1050098615
7,899,5.0,1050098459
7,903,5.0,1050098597
7,904,5.0,1050098597
7,908,5.0,1054292560
7,912,5.0,1049764461
7,913,5.0,1049845693
7,920,5.0,1049764421
7,923,5.0,1053652079
7,930,5.0,1049845625
7,942,4.0,1049845600
7,951,4.5,1054292632
7,954,3.5,1054292645
7,1086,4.0,1050098615
7,1148,4.5,1054292370
7,1196,4.0,1049820445
7,1207,4.0,1054292587
7,1210,3.0,1049764366
7,1212,5.0,1050098597
7,1219,5.0,1050098488
7,1234,4.0,1050329550
7,1240,3.0,1052002788
7,1244,4.5,1054292339
7,1245,4.5,1054292701
7,1248,5.0,1049845625
7,1252,5.0,1049845600
7,1254,5.0,1054292384
7,1256,4.5,1054292642
7,1260,5.0,1054292614
7,1266,4.0,1049764568
7,1270,4.0,1049764409
7,1276,4.5,1054292598
7,1283,4.5,1053652190
7,1284,5.0,1049845625
7,1288,4.0,1050098459
7,1304,4.0,1049764568
7,1333,4.0,1050098512
7,1344,4.0,1049845642
7,1348,4.0,1054292710
7,1387,5.0,1050098334
7,1517,4.0,1052384439
7,1590,3.0,1050098747
7,1617,4.0,1049845600
7,1732,4.0,1050098699
7,1748,4.0,1055038146
7,1805,3.0,1050098654
7,1895,1.5,1054292731
7,1917,1.0,1049764517
7,2186,5.0,1049845625
7,2203,4.0,1049845642
7,2206,4.0,1050098615
7,2335,2.0,1049764472
7,2391,4.0,1050329550
7,2395,5.0,1049764724
7,2478,1.0,1049764662
7,2527,3.0,1049764610
7,2648,4.0,1050098499
7,2683,3.0,1052384439
7,2762,5.0,1050098559
7,2791,5.0,1055038203
7,2804,3.5,1054292605
7,2936,4.0,1054292681
7,3006,3.5,1054292581
7,3044,3.0,1050098633
7,3176,4.0,1050098633
7,3334,4.0,1050329559
7,3365,5.0,1049764584
7,3435,4.0,1049845600
7,3467,4.5,1053652186
7,3471,3.0,1049820460
7,3671,3.0,1049764598
7,3703,5.0,1049820598
7,3730,4.5,1053652178
7,3859,3.0,1052002599
7,3994,4.0,1050098544
7,4027,3.0,1049764435
7,4206,3.0,1050098671
7,4226,5.0,1049764500
7,4246,3.0,1050098319
7,4306,2.5,1053652043
7,4327,4.0,1049764584
7,4406,5.0,1049764568
7,4420,4.0,1049764421
7,4432,5.0,1049845642
7,4886,3.0,1053652035
7,4975,4.0,1053651990
7,5017,3.0,1049845625
7,5094,1.0,1049820633
7,5184,2.0,1049764676
7,5292,4.0,1049764395
7,5294,4.0,1049764445
7,5300,4.0,1049764610
7,5388,4.0,1049764697
7,5440,3.0,1049764598
7,5481,3.0,1052384439
7,5500,3.5,1055038214
7,5502,4.0,1049764711
7,5505,4.0,1055038082
7,5528,4.0,1052002512
7,5826,3.0,1049764584
7,6273,4.0,1055038104
8,2,2.5,1115858432
8,5,3.0,1116550582
8,6,4.0,1116547028
8,16,3.0,1115859664
8,19,3.5,1115859653
8,22,2.5,1111545739
8,31,3.5,1116547192
8,32,4.0,1111623496
8,34,3.0,1116547009
8,36,3.5,1116547602
8,39,2.5,1116549031
8,47,4.0,1116548544
8,50,5.0,1115859656
8,66,2.5,1115858883
8,70,5.0,1111545880
8,93,3.0,1115860763
8,104,4.0,1116549026
8,141,3.5,1111546505
8,145,4.0,1116549005
8,153,3.5,1115858517
8,158,3.0,1115860220
8,160,3.0,1111623633
8,163,4.0,1111546043
8,164,2.5,1115858891
8,165,4.5,1115859675
8,170,3.5,1115858896
8,172,3.5,1111623587
8,173,3.0,1111623631
8,180,3.0,1111546070
8,196,3.0,1111623603
8,208,2.5,1116550562
8,215,4.0,1115858875
8,216,4.0,1111546571
8,223,3.0,1115859668
8,231,3.0,1116548550
8,240,4.0,1116549570
8,253,3.5,1115859679
8,256,2.5,1115860190
8,260,3.5,1111622750
8,288,4.5,1111546004
8,290,4.5,1111622835
8,292,3.5,1116548536
8,293,3.0,1115858528
8,303,3.5,1116549011
8,315,2.5,1115860177
8,316,4.5,1111623523
8,324,3.5,1115859635
8,328,5.0,1111623133
8,330,2.5,1116552936
8,338,4.0,1111623554
8,344,3.5,1115859645
8,345,1.5,1115858425
8,353,4.5,1111546065
8,357,3.0,1116550544
8,364,3.0,1115858409
8,368,3.5,1116549003
8,370,1.5,1115858420
8,372,4.0,1116549018
8,377,3.0,1116548530
8,379,3.0,1111623649
8,384,3.5,1116552940
8,393,2.0,1115859280
8,407,3.5,1116549553
8,413,3.0,1116548982
8,420,1.5,1115858384
8,432,2.5,1116550530
8,435,3.5,1111623657
8,442,3.5,1111623525
8,455,2.5,1116550549
8,457,3.5,1111622789
8,471,3.5,1116552919
8,479,4.0,1115859290
8,480,3.0,1111623473
8,481,3.0,1116550996
8,489,3.5,1115860202
8,500,3.0,1115858399
8,509,2.5,1116550534
8,514,4.0,1111546487
8,520,4.5,1116552913
8,522,3.5,1115859283
8,527,4.0,1115861054
8,537,2.5,1115860194
8,540,2.5,1115860187
8,541,4.0,1111622779
8,543,3.5,1115858359
8,547,3.0,1116548236
8,548,3.5,1116552898
8,552,3.5,1115858369
8,586,2.5,1116550537
8,587,1.5,1116548990
8,588,3.0,1115858256
8,589,4.0,1111623489
8,590,0.5,1116547591
8,592,3.5,1115859602
8,593,4.0,1111622792
8,606,3.0,1116547333
8,608,5.0,1111622911
8,610,4.0,1111623842
8,637,3.5,1116550540
8,648,3.0,1115859611
8,678,4.5,1111622859
8,688,3.0,1116552894
8,694,3.0,1115860149
8,705,3.0,1116547584
8,736,4.0,1115858376
8,737,2.0,1111623693
8,741,2.5,1115858857
8,778,4.0,1116548986
8,780,4.0,1111623511
8,784,3.5,1115858371
8,785,3.5,1115858395
8,786,3.0,1115859567
8,799,4.5,1111546100
8,836,3.0,1115858850
8,842,3.5,1116549537
8,849,4.0,1111623624
8,879,3.0,1116550968
8,886,3.0,1116552878
8,934,3.5,1115860151
8,996,3.5,1116552862
8,1004,3.0,1116548170
8,1020,3.5,1116548966
8,1027,3.0,1116552865
8,1035,0.5,1115860115
8,1036,4.0,1116548970
8,1037,3.5,1111623546
8,1060,4.0,1116548957
8,1061,4.0,1116548953
8,1064,3.5,1116547142
8,1073,2.5,1115859586
8,1079,4.0,1116551480
8,1080,3.5,1115858311
8,1083,4.0,1116547313
8,1089,4.0,1115858325
8,1091,3.0,1115860124
8,1092,3.0,1115858316
8,1093,3.5,1116550498
8,1094,2.5,1116547835
8,1100,3.5,1115860128
8,1101,3.0,1115858302
8,1125,3.5,1116547134
8,1126,2.0,1115858823
8,1127,3.5,1111623776
8,1129,4.0,1111546394
8,1136,4.0,1115861035
8,1148,4.0,1115860089
8,1188,2.5,1116552839
8,1196,4.0,1111623738
8,1197,5.0,1111622763
8,1198,4.5,1111622784
8,1200,5.0,1111623798
8,1204,2.0,1111545710
8,1206,2.5,1115859578
8,1208,2.5,1115858309
8,1210,3.5,1115858270
8,1214,4.0,1116548931
8,1215,5.0,1111623116
8,1220,3.5,1115859571
8,1231,2.5,1116547825
8,1234,4.5,1111622989
8,1240,4.0,1111623809
8,1253,3.5,1115860094
8,1261,3.0,1116550945
8,1262,4.0,1116552836
8,1265,3.5,1116548937
8,1268,3.5,1116547814
8,1270,4.5,1111623803
8,1275,3.0,1116550506
8,1285,3.5,1116548924
8,1291,4.5,1115858335
8,1302,2.0,1115860105
8,1307,2.5,1116548923
8,1320,5.0,1111544763
8,1321,3.5,1116547125
8,1339,3.0,1111546091
8,1347,4.0,1111546369
8,1358,4.5,1111622894
8,1370,4.0,1116550487
8,1373,3.5,1116547150
8,1377,3.0,1115858342
8,1380,2.5,1116552813
8,1385,3.0,1116552794
8,1387,3.0,1116546988
8,1388,2.0,1115860062
8,1391,4.0,1111623527
8,1393,3.0,1116548908
8,1395,4.0,1115858765
8,1396,3.5,1111623481
8,1405,2.5,1116547148
8,1408,3.0,1116552800
8,1409,3.5,1115858805
8,1425,4.5,1116548152
8,1429,3.5,1115860072
8,1466,3.5,1116548905
8,1499,3.0,1116548897
8,1500,3.0,1115860056
8,1513,2.5,1116547122
8,1515,3.5,1115858795
8,1517,4.5,1116551472
8,1527,5.0,1111546059
8,1544,3.0,1115860080
8,1552,2.0,1115858322
8,1556,2.5,1116548901
8,1562,2.0,1115858780
8,1573,3.5,1111623442
8,1580,4.0,1111623460
8,1584,3.0,1111623476
8,1587,3.0,1115860076
8,1588,3.5,1116552803
8,1590,3.0,1111623580
8,1591,4.0,1111623635
8,1597,3.0,1116552779
8,1598,3.5,1116548147
8,1603,3.0,1111623620
8,1608,2.5,1116548912
8,1611,3.5,1111622734
8,1616,3.5,1115860069
8,1617,4.0,1111622822
8,1620,2.5,1115858785
8,1625,5.0,1111544796
8,1627,3.0,1115860711
8,1639,3.5,1116552756
8,1641,3.0,1115859556
8,1644,3.5,1116547138
8,1653,3.5,1111623494
8,1658,5.0,1111546398
8,1663,3.5,1115858787
8,1665,3.5,1116547163
8,1673,4.0,1111545733
8,1676,5.0,1111546490
8,1682,3.0,1116547571
8,1687,3.5,1116552765
8,1690,4.0,1111623520
8,1702,2.5,1115858736
8,1703,3.0,1116552770
8,1704,3.5,1111622754
8,1717,3.5,1116548893
8,1721,1.0,1115858259
8,1722,3.5,1111545913
8,1732,5.0,1116552761
8,1748,4.0,1111623462
8,1754,5.0,1115860040
8,1762,2.5,1116552745
8,1772,3.0,1116552742
8,1777,2.5,1111545917
8,1779,3.0,1115860044
8,1792,3.5,1116549486
8,1801,2.5,1116552737
8,1805,4.0,1116552733
8,1831,4.0,1111623610
8,1848,2.5,1115859219
8,1855,3.0,1116552749
8,1862,2.0,1111623697
8,1876,1.5,1111545900
8,1882,3.0,1111623629
8,1883,4.0,1111546574
8,1911,3.0,1116547108
8,1917,3.0,1111623576
8,1918,4.0,1115860028
8,1920,3.5,1115858747
8,1923,3.5,1115858251
8,1954,3.5,1116548885
8,1961,3.0,1116548873
8,1969,3.5,1116549455
8,1970,3.0,1116550922
8,1971,3.5,1116547308
8,1973,4.0,1115859202
8,1974,3.5,1116547100
8,1992,2.0,1115859211
8,1993,2.0,1115859205
8,1994,3.5,1116552714
8,2000,4.0,1116548879
8,2001,3.5,1111544743
8,2002,4.0,1115860017
8,2003,3.5,1111546408
8,2004,4.5,1116552717
8,2005,4.0,1111546147
8,2011,4.0,1111623834
8,2012,4.0,1111623535
8,2013,3.0,1116548870
8,2021,3.5,1111546555
8,2026,3.5,1115860649
8,2028,3.5,1115859518
8,2046,3.0,1111623561
8,2050,2.5,1115860620
8,2051,2.5,1115860626
8,2052,3.0,1116552698
8,2058,3.5,1115860020
8,2060,3.0,1116552688
8,2072,4.0,1116552704
8,2100,2.5,1116552671
8,2105,3.5,1111623750
8,2107,2.5,1115859199
8,2115,4.0,1116550482
8,2117,3.0,1111623792
8,2124,3.5,1116547796
8,2140,4.0,1111623778
8,2150,3.0,1116548849
8,2151,3.0,1115860630
8,2161,3.5,1116548840
8,2167,5.0,1111546057
8,2193,4.0,1116552648
8,2194,2.5,1111544756
8,2231,3.5,1116548858
8,2232,3.0,1111546545
8,2247,3.5,1116548116
8,2253,4.5,1116547096
8,2268,3.0,1115859994
8,2269,2.5,1116552652
8,2278,4.0,1116548833
8,2291,3.0,1115859528
8,2294,3.5,1116547089
8,2322,4.0,1111623645
8,2325,3.0,1111622703
8,2329,4.0,1115861023
8,2335,3.5,1116548852
8,2338,3.0,1115859991
8,2340,3.0,1115858699
8,2355,3.5,1116548847
8,2369,2.5,1116552621
8,2371,2.5,1115859997
8,2375,2.5,1115858708
8,2378,0.5,1115858710
8,2379,1.0,1116548107
8,2380,0.5,1115859173
8,2382,1.0,1116552634
8,2383,0.5,1115859158
8,2387,4.5,1115860575
8,2389,3.0,1116552618
8,2393,3.5,1116548842
8,2405,3.5,1116548817
8,2406,3.5,1115859981
8,2407,3.0,1115859986
8,2412,2.5,1115858727
8,2422,2.5,1116552625
8,2428,3.0,1111623616
8,2431,4.0,1116552612
8,2433,3.5,1116547073
8,2447,3.5,1116549405
8,2470,3.0,1116547770
8,2471,3.0,1116552599
8,2478,3.5,1116548809
8,2490,4.0,1115858667
8,2496,4.0,1115859970
8,2498,3.5,1115860584
8,2505,2.5,1116549413
8,2514,2.5,1115860568
8,2524,2.0,1115859138
8,2540,3.5,1115859145
8,2541,3.5,1116547784
8,2542,4.5,1116550464
8,2548,2.0,1115860590
8,2549,3.0,1115859126
8,2558,3.0,1116548091
8,2571,5.0,1111623485
8,2572,3.5,1115859952
8,2581,3.0,1116552560
8,2598,4.0,1116552565
8,2600,4.0,1111546563
8,2606,4.0,1116550893
8,2617,4.5,1115861143
8,2618,4.0,1116552577
8,2628,3.0,1111623508
8,2640,3.5,1116548796
8,2641,3.5,1116552570
8,2643,3.0,1115859963
8,2657,3.0,1115859940
8,2672,3.0,1111623530
8,2683,4.0,1115859497
8,2699,3.0,1111623584
8,2700,3.0,1116550456
8,2701,3.5,1111623593
8,2713,3.5,1116552581
8,2717,3.0,1115859942
8,2719,3.5,1116548802
8,2735,3.5,1116552586
8,2762,4.5,1115861007
8,2772,3.0,1116552411
8,2793,3.5,1115860557
8,2796,3.0,1116550879
8,2802,3.5,1116547240
8,2805,3.5,1116547754
8,2807,2.5,1116552401
8,2808,3.5,1111623654
8,2826,3.0,1116552407
8,2841,5.0,1115858677
8,2858,5.0,1111622767
8,2881,3.0,1115859933
8,2889,4.0,1116547255
8,2893,4.0,1116553497
8,2913,4.0,1115859909
8,2916,4.0,1111623456
8,2944,3.5,1116547741
8,2947,3.0,1116550448
8,2948,3.0,1115858670
8,2949,3.0,1116552387
8,2950,3.5,1116547757
8,2959,4.5,1115860993
8,2968,3.0,1111623796
8,2976,3.0,1115858690
8,2978,2.5,1115859117
8,2985,2.5,1115858281
8,2987,3.5,1116554389
8,2989,3.5,1116547762
8,2990,3.0,1115859920
8,2995,3.0,1115860537
8,2997,4.0,1111622803
8,3005,2.5,1116552393
8,3020,3.5,1111546126
8,3033,4.0,1111546559
8,3039,3.0,1115858623
8,3052,4.5,1111545883
8,3081,4.0,1111546076
8,3101,3.5,1116547746
8,3114,4.5,1111622770
8,3145,2.5,1115859088
8,3146,3.5,1115860528
8,3147,3.0,1116546982
8,3156,3.0,1111623606
8,3175,4.0,1111623465
8,3176,3.5,1116554373
8,3178,3.0,1115858627
8,3208,3.0,1116547245
8,3243,3.5,1116550838
8,3248,2.5,1116547251
8,3249,3.0,1116547076
8,3253,3.5,1116548777
8,3254,4.0,1116547021
8,3256,3.5,1116548767
8,3257,1.5,1115858630
8,3258,4.0,1116552361
8,3261,3.5,1115858636
8,3263,3.0,1116552365
8,3264,5.0,1116554358
8,3268,2.5,1115860544
8,3271,3.5,1115860515
8,3300,4.0,1111623191
8,3301,3.5,1115858646
8,3316,3.0,1111624167
8,3324,3.5,1116549340
8,3354,3.5,1116547017
8,3409,4.5,1116552335
8,3448,3.0,1115858262
8,3452,3.5,1111624209
8,3457,2.5,1116547418
8,3466,3.5,1115860518
8,3471,4.0,1115858274
8,3477,3.0,1115859104
8,3484,3.5,1116552319
8,3499,3.5,1115859900
8,3526,4.0,1116550811
8,3527,4.0,1111623761
8,3534,3.0,1115858656
8,3535,2.5,1115859896
8,3555,3.5,1116548755
8,3564,2.0,1115859056
8,3578,4.0,1111624017
8,3593,2.0,1111623427
8,3623,3.0,1111545749
8,3624,3.5,1111623983
8,3635,3.0,1115858642
8,3639,3.0,1115858584
8,3686,4.5,1116550818
8,3698,4.0,1111623823
8,3699,3.5,1111623865
8,3701,4.0,1111623845
8,3702,3.5,1115858598
8,3703,4.0,1115858588
8,3704,3.5,1111623825
8,3705,2.5,1115859059
8,3710,3.0,1115859062
8,3717,4.0,1111624157
8,3740,4.0,1111546361
8,3744,3.5,1116549332
8,3745,4.0,1111623264
8,3751,4.0,1116552297
8,3752,5.0,1116552302
8,3763,3.5,1116549305
8,3764,3.0,1116549299
8,3793,4.5,1111623179
8,3798,2.5,1116552288
8,3802,3.0,1111623673
8,3809,4.0,1116547042
8,3810,4.0,1116553440
8,3821,2.0,1116548041
8,3825,3.0,1116552269
8,3826,3.5,1111623389
8,3827,3.5,1111623296
8,3841,3.0,1116552280
8,3864,3.5,1115860483
8,3879,3.0,1111624197
8,3882,3.0,1116552264
8,3897,4.0,1116548735
8,3948,4.0,1116547718
8,3973,2.0,1116548030
8,3977,4.0,1111545878
8,3978,3.0,1116550783
8,3981,3.5,1116550790
8,3986,3.5,1111623333
8,3988,3.5,1116547005
8,3994,4.0,1111623187
8,3996,4.0,1111624062
8,3997,3.5,1116548001
8,3998,3.5,1116549311
8,3999,3.0,1111624211
8,4002,4.0,1115858579
8,4010,3.0,1115860468
8,4011,4.5,1115859865
8,4015,2.5,1115858613
8,4018,4.0,1116547032
8,4027,5.0,1115859861
8,4030,3.5,1116554143
8,4040,3.0,1116550795
8,4084,3.0,1116552233
8,4085,3.0,1116552231
8,4092,3.0,1111623881
8,4105,3.5,1115858609
8,4121,3.5,1111623856
8,4128,4.0,1115858594
8,4161,3.5,1111624111
8,4178,3.5,1115860465
8,4200,3.0,1116550041
8,4203,4.0,1116551165
8,4207,3.0,1116550765
8,4223,3.5,1116547716
8,4224,3.0,1111624288
8,4226,4.5,1115858285
8,4247,3.5,1116549289
8,4251,4.5,1115859455
8,4255,0.5,1115860448
8,4265,3.0,1111624223
8,4266,3.0,1116550061
8,4267,3.0,1115859033
8,4270,4.5,1111624067
8,4280,3.5,1115858592
8,4299,3.5,1111624114
8,4306,4.5,1116548720
8,4310,3.0,1116554117
8,4321,2.5,1116548713
8,4343,3.5,1111623319
8,4351,3.5,1116551737
8,4361,3.0,1116554123
8,4367,3.5,1116548712
8,4369,3.5,1111624163
8,4370,3.0,1116554127
8,4372,3.0,1115860443
8,4387,4.0,1116547987
8,4396,3.0,1115860457
8,4446,3.5,1111623267
8,4447,2.5,1115858568
8,4452,4.0,1116547217
8,4483,2.5,1116550024
8,4487,3.0,1116549271
8,4488,3.0,1115860429
8,4489,3.5,1116551740
8,4499,5.0,1116549255
8,4526,3.0,1116552218
8,4531,3.0,1116550028
8,4544,3.0,1115860437
8,4545,3.5,1111623820
8,4558,3.0,1116549235
8,4563,2.0,1115859019
8,4571,3.5,1115859847
8,4572,3.5,1116550773
8,4580,3.0,1116553369
8,4587,3.5,1111623911
8,4621,1.0,1116547993
8,4624,4.0,1111546542
8,4636,3.0,1116550008
8,4643,3.5,1111623348
8,4672,3.5,1116550002
8,4673,3.0,1116554099
8,4677,2.5,1115859010
8,4681,4.0,1111546534
8,4701,3.0,1111624117
8,4718,3.0,1115858562
8,4728,3.0,1116549241
8,4734,4.5,1111546129
8,4735,2.0,1111623398
8,4744,4.5,1116547969
8,4756,3.0,1111624241
8,4758,4.0,1116547691
8,4776,3.5,1116554107
8,4844,4.0,1115859003
8,4848,3.0,1116547684
8,4855,3.5,1116551697
8,4866,3.0,1116547977
8,4874,4.0,1111623258
8,4878,5.0,1111623165
8,4886,4.0,1115858265
8,4887,4.0,1111623342
8,4899,3.0,1116553348
8,4954,4.5,1111546578
8,4958,4.0,1111624190
8,4963,4.5,1111624014
8,4975,3.5,1111546405
8,4978,4.0,1115859007
8,4979,4.0,1116554088
8,4980,3.0,1115860420
8,4992,2.0,1115859016
8,4993,3.5,1115860999
8,5010,4.5,1115859812
8,5014,4.5,1116549196
8,5015,3.5,1116554079
8,5040,3.0,1116551676
8,5047,4.0,1116551679
8,5049,3.5,1116549204
8,5065,3.5,1111623302
8,5093,3.0,1111624234
8,5110,4.0,1115858996
8,5128,3.5,1116554067
8,5151,3.0,1115858984
8,5152,5.0,1116547944
8,5171,3.0,1111623362
8,5218,4.0,1115858552
8,5219,3.0,1111623286
8,5247,3.5,1115858954
8,5254,4.0,1111624072
8,5255,3.5,1116549967
8,5283,5.0,1111622715
8,5293,2.0,1115858949
8,5313,3.5,1111624229
8,5323,2.0,1111623415
8,5349,4.0,1111623997
8,5378,3.0,1111623207
8,5382,3.0,1116553306
8,5388,4.0,1116548669
8,5414,3.0,1111624259
8,5438,3.5,1116553297
8,5445,3.0,1111545909
8,5459,4.0,1111623327
8,5463,3.5,1111623312
8,5476,3.0,1116549961
8,5478,4.0,1111623351
8,5481,4.5,1116550731
8,5501,3.0,1116549955
8,5502,4.5,1116548680
8,5507,4.0,1111624181
8,5523,3.5,1111623419
8,5538,2.0,1115859399
8,5541,3.0,1116550716
8,5556,0.5,1111624280
8,5573,3.0,1116548340
8,5574,4.0,1111624216
8,5609,2.0,1111623423
8,5621,3.0,1111624252
8,5669,4.0,1116554048
8,5673,4.5,1116547672
8,5678,3.5,1111624249
8,5679,3.0,1111624312
8,5810,3.5,1115860381
8,5816,3.5,1115859781
8,5833,2.0,1111545996
8,5872,3.5,1111624084
8,5881,3.0,1111623274
8,5903,5.0,1111623167
8,5944,3.0,1111623309
8,5952,3.0,1111544747
8,5999,3.0,1111624271
8,6003,3.5,1116547189
8,6040,3.0,1115859391
8,6156,3.0,1111624087
8,6157,3.5,1111624161
8,6239,2.5,1115859373
8,6264,3.0,1111623403
8,6280,3.5,1111624140
8,6290,0.5,1115859360
8,6294,3.5,1111623331
8,6296,4.0,1115858974
8,6323,3.5,1116549132
8,6333,4.0,1111623162
8,6338,3.5,1115859383
8,6365,4.0,1111623193
8,6373,3.5,1115858538
8,6378,4.0,1111623988
8,6383,3.0,1111624220
8,6440,4.0,1116551608
8,6502,4.0,1111623174
